model,split,MthCalDt,rank_ic_t,num_obs
xgb_classifier,test,2021-07-30,0.08775493381868477,8722
xgb_classifier,test,2021-08-31,0.13896744509776474,8776
xgb_classifier,test,2021-09-30,0.2278287030626735,8872
xgb_classifier,test,2021-10-29,0.21424984209911008,8968
xgb_classifier,test,2021-11-30,0.3365621414634726,9068
xgb_classifier,test,2021-12-31,0.22545799760784788,9189
xgb_classifier,test,2022-01-31,0.06397685938051767,9272
xgb_classifier,test,2022-02-28,0.01905663285040763,9347
xgb_classifier,test,2022-03-31,0.34682720029373465,9382
xgb_classifier,test,2022-04-29,0.20777784250941975,9421
xgb_classifier,test,2022-05-31,0.11279492755204568,9432
xgb_classifier,test,2022-06-30,0.019067592192125397,9457
xgb_classifier,test,2022-07-29,-0.11118735282001338,9458
xgb_classifier,test,2022-08-31,0.2734714112969016,9469
xgb_classifier,test,2022-09-30,0.2647506997958579,9495
xgb_classifier,test,2022-10-31,0.08752322679708761,9483
xgb_classifier,test,2022-11-30,0.27659907781608645,9465
xgb_classifier,test,2022-12-30,-0.3420412081054047,9402
xgb_classifier,test,2023-01-31,0.17701691660354674,9376
xgb_classifier,test,2023-02-28,0.18313472608412001,9352
xgb_classifier,test,2023-03-31,0.09738775686266327,9324
xgb_classifier,test,2023-04-28,-0.039463898974012965,9298
xgb_classifier,test,2023-05-31,0.06797995377193417,9304
xgb_classifier,test,2023-06-30,0.02124442068003377,9291
xgb_classifier,test,2023-07-31,0.2322873852755325,9265
xgb_classifier,test,2023-08-31,0.18131203811571978,9278
xgb_classifier,test,2023-09-29,0.1465055340708519,9318
xgb_classifier,test,2023-10-31,0.07374756407060272,9331
xgb_classifier,test,2023-11-30,-0.04458031617454104,9327
xgb_classifier,test,2023-12-29,0.12653603285022513,9309
xgb_classifier,test,2024-01-31,0.07017231628543073,9367
xgb_classifier,test,2024-02-29,0.13795552089454677,9327
xgb_classifier,test,2024-03-28,0.09023300316587352,9334
xgb_classifier,test,2024-04-30,0.13075397143649017,9344
xgb_classifier,test,2024-05-31,0.20531482451899158,9372
xgb_classifier,test,2024-06-28,0.06054203148642038,9404
xgb_classifier,test,2024-07-31,0.22704088826731494,9436
xgb_classifier,test,2024-08-30,0.09299127185969569,9439
xgb_classifier,test,2024-09-30,0.05327514399682733,9542
xgb_classifier,test,2024-10-31,0.19795846470735148,9583
xgb_classifier,validation,2010-12-31,0.040869202175385366,6508
xgb_classifier,validation,2011-01-31,0.14356634260378237,6534
xgb_classifier,validation,2011-02-28,0.17175946653261795,6533
xgb_classifier,validation,2011-03-31,0.12185930628197755,6542
xgb_classifier,validation,2011-04-29,0.016792852543165305,6561
xgb_classifier,validation,2011-05-31,0.1226273725352105,6593
xgb_classifier,validation,2011-06-30,-0.018350008924829388,6612
xgb_classifier,validation,2011-07-29,0.041992374306632746,6621
xgb_classifier,validation,2011-08-31,-0.012505693718186432,6621
xgb_classifier,validation,2011-09-30,0.14291632179446165,6627
xgb_classifier,validation,2011-10-31,0.1762044144487158,6612
xgb_classifier,validation,2011-11-30,0.17151556800981257,6610
xgb_classifier,validation,2011-12-30,-0.11048643595735981,6604
xgb_classifier,validation,2012-01-31,0.035618938221559836,6625
xgb_classifier,validation,2012-02-29,0.04954818480423316,6651
xgb_classifier,validation,2012-03-30,0.06034431718430596,6663
xgb_classifier,validation,2012-04-30,0.0009790944790081116,6681
xgb_classifier,validation,2012-05-31,0.0026009218367709897,6689
xgb_classifier,validation,2012-06-29,0.1479467088264899,6667
xgb_classifier,validation,2012-07-31,0.047813935057927553,6669
xgb_classifier,validation,2012-08-31,-0.02702416544347254,6638
xgb_classifier,validation,2012-09-28,0.08303618166239055,6610
xgb_classifier,validation,2012-10-31,0.09223621962023179,6592
xgb_classifier,validation,2012-11-30,0.07258276985747394,6587
xgb_classifier,validation,2012-12-31,0.09100546317594496,6581
xgb_classifier,validation,2013-01-31,0.07660113036768104,6571
